Genome,Order,Family,Genus,preVC,VC Status,VC,VC Size,Quality,Adjusted P-value,VC Avg Distance,Topology Confidence Score,Genus Confidence Score,VC Orders,VC Families,VC Genera,Lifestyle
pre-FJI_SRS476096_k119_227157,Pre-Industrial,Pre-Industrial,Pre-Industrial,preVC_119,Clustered,VC_119_0,8.0,0.7204,1.0,2.124935275857468,0.7204,1.0,0.0,0.0,0.0,Lytic
pre-FJI_SRS476096_k119_227158,Pre-Industrial,Pre-Industrial,Pre-Industrial,preVC_482,Clustered,VC_482_0,5.0,0.4696,0.99999978,4.353097027268267,0.4696,1.0,0.0,0.0,0.0,Lytic
pre-FJI_SRS476096_k119_227159,Pre-Industrial,Pre-Industrial,Pre-Industrial,preVC_331,Clustered,VC_331_0,5.0,0.699,0.99999992,1.243879310982592,0.699,1.0,0.0,0.0,0.0,Lytic
pre-FJI_SRS476096_k119_227168,Pre-Industrial,Pre-Industrial,Pre-Industrial,preVC_295,Clustered,VC_295_0,17.0,0.8111,1.0,2.0143375873285656,0.8111,1.0,0.0,0.0,0.0,Lytic
pre-FJI_SRS476096_k119_60238_1,Pre-Industrial,Pre-Industrial,Pre-Industrial,,Overlap (VC_117/VC_233),,,,,,,,,,,Temperate
pre-FJI_SRS476097_k119_152715,Pre-Industrial,Pre-Industrial,Pre-Industrial,preVC_667,Clustered,VC_667_0,7.0,0.926,1.0,5.825006640379809,0.926,1.0,0.0,0.0,0.0,Lytic
pre-FJI_SRS476097_k119_221769,Pre-Industrial,Pre-Industrial,Pre-Industrial,preVC_551,Clustered,VC_551_1,4.0,0.0436,0.9999489,7.241213075279478,0.0436,1.0,0.0,0.0,0.0,Lytic
pre-FJI_SRS476097_k119_56388_1,Pre-Industrial,Pre-Industrial,Pre-Industrial,preVC_444,Clustered,VC_444_0,14.0,0.4972,1.0,4.021589192146032,0.4972,1.0,0.0,0.0,0.0,Temperate
pre-FJI_SRS476097_k119_84939,Pre-Industrial,Pre-Industrial,Pre-Industrial,preVC_184,Clustered,VC_184_0,42.0,0.8932,1.0,1.1402171316751837,0.8932,1.0,0.0,0.0,0.0,Lytic
pre-FJI_SRS476098_k119_135976_1,Pre-Industrial,Pre-Industrial,Pre-Industrial,preVC_369,Clustered,VC_369_0,8.0,0.9625,1.0,4.960532416494671,0.9625,1.0,0.0,0.0,0.0,Temperate
pre-FJI_SRS476098_k119_17864_1,Pre-Industrial,Pre-Industrial,Pre-Industrial,preVC_717,Clustered,VC_717_0,2.0,0.2765,0.89426401,5.830951894845301,0.2472,1.0,0.0,0.0,0.0,Temperate
pre-FJI_SRS476098_k119_238725_1,Pre-Industrial,Pre-Industrial,Pre-Industrial,preVC_242,Clustered,VC_242_0,57.0,0.8677,1.0,6.615995275635601,0.8677,1.0,1.0,1.0,14.0,Temperate
pre-FJI_SRS476098_k119_253108,Pre-Industrial,Pre-Industrial,Pre-Industrial,preVC_390,Clustered,VC_390_0,3.0,0.2085,0.99690263,4.569799296288095,0.2079,1.0,0.0,0.0,0.0,Lytic
pre-FJI_SRS476098_k119_289188,Pre-Industrial,Pre-Industrial,Pre-Industrial,,Overlap (VC_269/VC_673),,,,,,,,,,,Lytic
pre-FJI_SRS476098_k119_304604_1,Pre-Industrial,Pre-Industrial,Pre-Industrial,preVC_235,Clustered,VC_235_1,4.0,0.1309,0.999971,4.14394052567244,0.1308,1.0,0.0,0.0,0.0,Temperate
pre-FJI_SRS476098_k119_322551,Pre-Industrial,Pre-Industrial,Pre-Industrial,preVC_791,Clustered,VC_791_2,6.0,0.0559,1.0,4.999780272548793,0.0559,1.0,1.0,1.0,2.0,Lytic
pre-FJI_SRS476098_k119_322552,Pre-Industrial,Pre-Industrial,Pre-Industrial,preVC_142,Clustered,VC_142_0,17.0,0.6949,1.0,5.66525437026348,0.6949,1.0,0.0,0.0,0.0,Lytic
pre-FJI_SRS476098_k119_322553,Pre-Industrial,Pre-Industrial,Pre-Industrial,,Overlap (VC_124/VC_128),,,,,,,,,,,Lytic
pre-FJI_SRS476098_k119_322555,Pre-Industrial,Pre-Industrial,Pre-Industrial,preVC_519,Clustered,VC_519_0,9.0,0.7341,1.0,7.80331165933744,0.7341,0.9167,0.0,0.0,0.0,Lytic
pre-FJI_SRS476098_k119_322556,Pre-Industrial,Pre-Industrial,Pre-Industrial,preVC_423,Clustered,VC_423_0,14.0,0.7633,1.0,7.744440421159,0.7633,0.9011,1.0,1.0,2.0,Lytic
pre-FJI_SRS476098_k119_5102,Pre-Industrial,Pre-Industrial,Pre-Industrial,,Outlier,,,,,,,,,,,Lytic
pre-FJI_SRS476100_k119_32207_1,Pre-Industrial,Pre-Industrial,Pre-Industrial,,Outlier,,,,,,,,,,,Temperate
pre-FJI_SRS476100_k119_72193_1,Pre-Industrial,Pre-Industrial,Pre-Industrial,preVC_460,Clustered,VC_460_0,4.0,0.3853,0.99996912,3.501122106254066,0.3853,1.0,0.0,0.0,0.0,Temperate
pre-FJI_SRS476100_k119_81029_1,Pre-Industrial,Pre-Industrial,Pre-Industrial,preVC_422,Clustered,VC_422_0,5.0,0.3906,0.99999985,6.573473663274635,0.3906,1.0,0.0,0.0,0.0,Temperate
pre-FJI_SRS476100_k119_86343_1,Pre-Industrial,Pre-Industrial,Pre-Industrial,preVC_349,Clustered,VC_349_0,4.0,0.1724,0.99961541,6.515233324344064,0.1724,1.0,0.0,0.0,0.0,Temperate
pre-FJI_SRS476100_k119_91666,Pre-Industrial,Pre-Industrial,Pre-Industrial,,Outlier,,,,,,,,,,,Lytic
pre-FJI_SRS476100_k119_9863_1,Pre-Industrial,Pre-Industrial,Pre-Industrial,,Outlier,,,,,,,,,,,Temperate
pre-FJI_SRS476101_k119_147313,Pre-Industrial,Pre-Industrial,Pre-Industrial,preVC_37,Clustered,VC_37_0,14.0,0.6764,1.0,5.711411346920388,0.6764,1.0,0.0,0.0,0.0,Lytic
pre-FJI_SRS476101_k119_147474,Pre-Industrial,Pre-Industrial,Pre-Industrial,preVC_519,Clustered,VC_519_0,9.0,0.7341,1.0,7.80331165933744,0.7341,0.9167,0.0,0.0,0.0,Lytic
pre-FJI_SRS476101_k119_177733,Pre-Industrial,Pre-Industrial,Pre-Industrial,preVC_661,Clustered,VC_661_1,27.0,0.543,1.0,8.04885037014435,0.543,0.9145,0.0,0.0,0.0,Lytic
pre-FJI_SRS476101_k119_182893,Pre-Industrial,Pre-Industrial,Pre-Industrial,preVC_722,Clustered,VC_722_0,24.0,0.8669,1.0,5.750617655835319,0.8669,1.0,0.0,0.0,0.0,Lytic
pre-FJI_SRS476101_k119_182897,Pre-Industrial,Pre-Industrial,Pre-Industrial,preVC_103,Clustered,VC_103_0,38.0,0.7091,1.0,5.341678186294121,0.7091,1.0,0.0,0.0,0.0,Lytic
pre-FJI_SRS476101_k119_182899,Pre-Industrial,Pre-Industrial,Pre-Industrial,preVC_265,Clustered,VC_265_0,5.0,0.7173,0.99999812,2.975822193391424,0.7173,1.0,0.0,0.0,0.0,Lytic
pre-FJI_SRS476101_k119_182909,Pre-Industrial,Pre-Industrial,Pre-Industrial,preVC_214,Clustered,VC_214_0,12.0,0.9966,0.99624919,3.766283536781652,0.9928,1.0,0.0,0.0,0.0,Lytic
pre-FJI_SRS476101_k119_24500_1,Pre-Industrial,Pre-Industrial,Pre-Industrial,preVC_248,Clustered,VC_248_0,2.0,0.1836,0.92,5.196152422706632,0.1689,1.0,0.0,0.0,0.0,Temperate
pre-FJI_SRS476101_k119_82808_1,Pre-Industrial,Pre-Industrial,Pre-Industrial,,Overlap (VC_440/VC_442),,,,,,,,,,,Temperate
pre-FJI_SRS476101_k119_93188,Pre-Industrial,Pre-Industrial,Pre-Industrial,preVC_785,Clustered,VC_785_1,7.0,0.5365,1.0,7.579175901352275,0.5365,0.9048,0.0,0.0,0.0,Lytic
pre-FJI_SRS476101_k119_9771_1,Pre-Industrial,Pre-Industrial,Pre-Industrial,preVC_143,Clustered,VC_143_0,20.0,0.4533,1.0,6.3262370313421865,0.4533,1.0,0.0,0.0,0.0,Temperate
pre-FJI_SRS476103_k119_152503_1,Pre-Industrial,Pre-Industrial,Pre-Industrial,,Overlap (VC_157/VC_175),,,,,,,,,,,Temperate
pre-FJI_SRS476103_k119_154215_1,Pre-Industrial,Pre-Industrial,Pre-Industrial,,Overlap (VC_115/VC_420),,,,,,,,,,,Temperate
pre-FJI_SRS476103_k119_158418_1,Pre-Industrial,Pre-Industrial,Pre-Industrial,preVC_143,Clustered,VC_143_0,20.0,0.4533,1.0,6.3262370313421865,0.4533,1.0,0.0,0.0,0.0,Temperate
pre-FJI_SRS476103_k119_166038,Pre-Industrial,Pre-Industrial,Pre-Industrial,,Overlap (VC_846/VC_847),,,,,,,,,,,Lytic
pre-FJI_SRS476103_k119_30420,Pre-Industrial,Pre-Industrial,Pre-Industrial,preVC_551,Clustered,VC_551_11,2.0,0.0123,0.90210889,8.48528137423857,0.0111,1.0,0.0,0.0,0.0,Lytic
pre-FJI_SRS476103_k119_30600,Pre-Industrial,Pre-Industrial,Pre-Industrial,preVC_286,Clustered,VC_286_0,16.0,0.4642,1.0,7.553260813598843,0.4642,0.8,0.0,0.0,0.0,Lytic
pre-FJI_SRS476103_k119_928_1,Pre-Industrial,Pre-Industrial,Pre-Industrial,preVC_569,Clustered,VC_569_0,8.0,0.5901,1.0,3.527738085334441,0.5901,1.0,0.0,0.0,0.0,Temperate
pre-FJI_SRS476104_k119_101136,Pre-Industrial,Pre-Industrial,Pre-Industrial,preVC_184,Clustered,VC_184_0,42.0,0.8932,1.0,1.1402171316751837,0.8932,1.0,0.0,0.0,0.0,Lytic
pre-FJI_SRS476104_k119_127666_1,Pre-Industrial,Pre-Industrial,Pre-Industrial,,Overlap (VC_397/VC_408),,,,,,,,,,,Temperate
pre-FJI_SRS476104_k119_147927,Pre-Industrial,Pre-Industrial,Pre-Industrial,,Overlap (VC_338/VC_344),,,,,,,,,,,Lytic
pre-FJI_SRS476104_k119_174868,Pre-Industrial,Pre-Industrial,Pre-Industrial,,Overlap (VC_812/VC_813),,,,,,,,,,,Lytic
pre-FJI_SRS476104_k119_184794,Pre-Industrial,Pre-Industrial,Pre-Industrial,preVC_266,Clustered,VC_266_0,21.0,0.9255,1.0,3.9268050050573575,0.9255,1.0,0.0,0.0,0.0,Lytic
pre-FJI_SRS476104_k119_18732,Pre-Industrial,Pre-Industrial,Pre-Industrial,preVC_695,Clustered,VC_695_0,6.0,0.1593,0.93668338,6.986518723750357,0.1492,1.0,0.0,0.0,0.0,Lytic
pre-FJI_SRS476104_k119_254807,Pre-Industrial,Pre-Industrial,Pre-Industrial,,Overlap (VC_468/VC_469),,,,,,,,,,,Lytic
pre-FJI_SRS476104_k119_254808,Pre-Industrial,Pre-Industrial,Pre-Industrial,preVC_531,Clustered,VC_531_0,6.0,0.3197,1.0,6.235088096408902,0.3197,1.0,1.0,1.0,0.0,Lytic
pre-FJI_SRS476104_k119_254829,Pre-Industrial,Pre-Industrial,Pre-Industrial,preVC_537,Clustered,VC_537_0,13.0,0.5909,1.0,1.3648017002336386,0.5909,1.0,0.0,0.0,0.0,Lytic
pre-FJI_SRS476104_k119_32695_1,Pre-Industrial,Pre-Industrial,Pre-Industrial,preVC_37,Clustered,VC_37_0,14.0,0.6764,1.0,5.711411346920388,0.6764,1.0,0.0,0.0,0.0,Temperate
pre-FJI_SRS476106_k119_109525_1,Pre-Industrial,Pre-Industrial,Pre-Industrial,preVC_409,Clustered,VC_409_0,11.0,0.7751,1.0,4.9588405298688585,0.7751,1.0,0.0,0.0,0.0,Temperate
pre-FJI_SRS476106_k119_19672,Pre-Industrial,Pre-Industrial,Pre-Industrial,preVC_256,Clustered,VC_256_0,24.0,0.8982,1.0,6.46048384267106,0.8982,1.0,0.0,0.0,0.0,Lytic
pre-FJI_SRS476108_k119_131422,Pre-Industrial,Pre-Industrial,Pre-Industrial,preVC_809,Clustered,VC_809_0,3.0,0.7605,0.9,0.0,0.6844,1.0,0.0,0.0,0.0,Lytic
pre-FJI_SRS476108_k119_20466_1,Pre-Industrial,Pre-Industrial,Pre-Industrial,preVC_86,Clustered,VC_86_1,12.0,0.2437,1.0,8.330154036884062,0.2437,0.8788,0.0,0.0,0.0,Temperate
pre-FJI_SRS476108_k119_66760_1,Pre-Industrial,Pre-Industrial,Pre-Industrial,preVC_298,Clustered,VC_298_0,6.0,0.4413,1.0,8.196653212372784,0.4413,0.8,0.0,0.0,0.0,Temperate
pre-FJI_SRS476114_k119_120072,Pre-Industrial,Pre-Industrial,Pre-Industrial,,Outlier,,,,,,,,,,,Lytic
pre-FJI_SRS476114_k119_124869_1,Pre-Industrial,Pre-Industrial,Pre-Industrial,preVC_417,Clustered,VC_417_0,35.0,0.962,1.0,5.342822576172472,0.962,1.0,0.0,0.0,0.0,Temperate
pre-FJI_SRS476114_k119_171425,Pre-Industrial,Pre-Industrial,Pre-Industrial,,Overlap (VC_124/VC_128),,,,,,,,,,,Lytic
pre-FJI_SRS476114_k119_171429,Pre-Industrial,Pre-Industrial,Pre-Industrial,preVC_320,Clustered,VC_320_0,11.0,0.8414,1.0,1.062497003529234,0.8414,1.0,0.0,0.0,0.0,Lytic
pre-FJI_SRS476119_k119_23161_1,Pre-Industrial,Pre-Industrial,Pre-Industrial,,Overlap (VC_39/VC_40),,,,,,,,,,,Temperate
pre-FJI_SRS476119_k119_81919_1,Pre-Industrial,Pre-Industrial,Pre-Industrial,preVC_151,Clustered,VC_151_0,6.0,0.5628,1.0,2.4963226336901885,0.5628,1.0,0.0,0.0,0.0,Temperate
pre-FJI_SRS476120_k119_346066_1,Pre-Industrial,Pre-Industrial,Pre-Industrial,preVC_514,Clustered,VC_514_0,18.0,0.9818,1.0,5.410500280454293,0.9818,1.0,1.0,1.0,1.0,Temperate
pre-FJI_SRS476120_k119_351915,Pre-Industrial,Pre-Industrial,Pre-Industrial,preVC_586,Clustered,VC_586_0,7.0,0.5776,1.0,4.942924340609809,0.5776,1.0,0.0,0.0,0.0,Lytic
pre-FJI_SRS476120_k119_366093,Pre-Industrial,Pre-Industrial,Pre-Industrial,,Overlap (VC_467/VC_472),,,,,,,,,,,Lytic
pre-FJI_SRS476120_k119_366094,Pre-Industrial,Pre-Industrial,Pre-Industrial,preVC_110,Clustered,VC_110_0,14.0,0.6201,1.0,4.8315126426192245,0.6201,1.0,0.0,0.0,0.0,Lytic
pre-FJI_SRS476120_k119_366096,Pre-Industrial,Pre-Industrial,Pre-Industrial,preVC_55,Clustered,VC_55_1,6.0,0.0639,1.0,7.699391680997868,0.0639,0.9333,0.0,0.0,0.0,Lytic
pre-FJI_SRS476120_k119_366115,Pre-Industrial,Pre-Industrial,Pre-Industrial,,Singleton,,,,,,,,,,,Lytic
pre-FJI_SRS476120_k119_43179,Pre-Industrial,Pre-Industrial,Pre-Industrial,preVC_184,Clustered,VC_184_0,42.0,0.8932,1.0,1.1402171316751837,0.8932,1.0,0.0,0.0,0.0,Lytic
pre-FJI_SRS476120_k119_5441_1,Pre-Industrial,Pre-Industrial,Pre-Industrial,preVC_715,Clustered,VC_715_0,9.0,0.7428,1.0,5.987687826408877,0.7428,1.0,1.0,1.0,2.0,Temperate
pre-FJI_SRS476120_k119_56798,Pre-Industrial,Pre-Industrial,Pre-Industrial,preVC_11,Clustered/Singleton,VC_11_4,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Lytic
pre-FJI_SRS476120_k119_64471_1,Pre-Industrial,Pre-Industrial,Pre-Industrial,preVC_493,Clustered,VC_493_0,13.0,0.6014,1.0,6.024603080009037,0.6014,1.0,0.0,0.0,0.0,Temperate
pre-FJI_SRS476120_k119_6562,Pre-Industrial,Pre-Industrial,Pre-Industrial,,Overlap (VC_387/VC_593),,,,,,,,,,,Lytic
pre-FJI_SRS476121_k119_106013_1,Pre-Industrial,Pre-Industrial,Pre-Industrial,preVC_111,Clustered,VC_111_0,9.0,0.5561,1.0,2.1051966119322314,0.5561,1.0,0.0,0.0,0.0,Temperate
pre-FJI_SRS476121_k119_126950,Pre-Industrial,Pre-Industrial,Pre-Industrial,preVC_354,Clustered,VC_354_0,3.0,0.0494,0.99714271,7.332803431202282,0.0493,1.0,0.0,0.0,0.0,Lytic
pre-FJI_SRS476121_k119_128856,Pre-Industrial,Pre-Industrial,Pre-Industrial,preVC_498,Clustered,VC_498_0,3.0,0.4153,0.99549689,7.299314489552454,0.4134,1.0,0.0,0.0,0.0,Lytic
pre-FJI_SRS476121_k119_140895,Pre-Industrial,Pre-Industrial,Pre-Industrial,preVC_185,Clustered,VC_185_0,8.0,0.2236,1.0,0.5530457633656632,0.2236,1.0,0.0,0.0,0.0,Lytic
pre-FJI_SRS476121_k119_164528,Pre-Industrial,Pre-Industrial,Pre-Industrial,preVC_778,Clustered,VC_778_0,4.0,0.5682,0.99993856,2.061852573427656,0.5682,1.0,0.0,0.0,0.0,Lytic
pre-FJI_SRS476121_k119_239237,Pre-Industrial,Pre-Industrial,Pre-Industrial,preVC_701,Clustered,VC_701_0,19.0,0.7226,1.0,5.3249512166128055,0.7226,1.0,0.0,0.0,0.0,Lytic
pre-FJI_SRS476121_k119_239238,Pre-Industrial,Pre-Industrial,Pre-Industrial,preVC_113,Clustered,VC_113_0,4.0,0.2222,0.9999636,3.008193182484274,0.2222,1.0,0.0,0.0,0.0,Lytic
pre-FJI_SRS476121_k119_239241,Pre-Industrial,Pre-Industrial,Pre-Industrial,,Overlap (VC_286/VC_288),,,,,,,,,,,Lytic
pre-FJI_SRS476121_k119_33720,Pre-Industrial,Pre-Industrial,Pre-Industrial,,Overlap (VC_338/VC_344),,,,,,,,,,,Lytic
pre-FJI_SRS476121_k119_34269_1,Pre-Industrial,Pre-Industrial,Pre-Industrial,preVC_28,Clustered,VC_28_0,7.0,0.5725,1.0,5.179653610990295,0.5725,1.0,0.0,0.0,0.0,Temperate
pre-FJI_SRS476121_k119_42873_1,Pre-Industrial,Pre-Industrial,Pre-Industrial,preVC_709,Clustered,VC_709_0,4.0,0.5694,0.99994851,6.05826146607133,0.5694,1.0,0.0,0.0,0.0,Temperate
pre-FJI_SRS476121_k119_43426,Pre-Industrial,Pre-Industrial,Pre-Industrial,preVC_260,Clustered,VC_260_0,5.0,0.5466,0.99999989,5.177570768040448,0.5466,1.0,0.0,0.0,0.0,Lytic
pre-FJI_SRS476121_k119_62119_1,Pre-Industrial,Pre-Industrial,Pre-Industrial,preVC_409,Clustered,VC_409_0,11.0,0.7751,1.0,4.9588405298688585,0.7751,1.0,0.0,0.0,0.0,Temperate
pre-FJI_SRS476121_k119_81993,Pre-Industrial,Pre-Industrial,Pre-Industrial,,Overlap (VC_277/VC_336/VC_354),,,,,,,,,,,Lytic
pre-FJI_SRS476121_k119_91812,Pre-Industrial,Pre-Industrial,Pre-Industrial,,Outlier,,,,,,,,,,,Lytic
pre-FJI_SRS476125_k119_124775,Pre-Industrial,Pre-Industrial,Pre-Industrial,preVC_184,Clustered,VC_184_0,42.0,0.8932,1.0,1.1402171316751837,0.8932,1.0,0.0,0.0,0.0,Lytic
pre-FJI_SRS476125_k119_164372,Pre-Industrial,Pre-Industrial,Pre-Industrial,preVC_217,Clustered,VC_217_1,19.0,0.8328,1.0,6.703592323750675,0.8328,0.9649,0.0,0.0,0.0,Lytic
pre-FJI_SRS476125_k119_164383,Pre-Industrial,Pre-Industrial,Pre-Industrial,preVC_139,Clustered,VC_139_0,7.0,0.6295,1.0,4.432889581343241,0.6295,1.0,0.0,0.0,0.0,Lytic
pre-FJI_SRS476125_k119_164384,Pre-Industrial,Pre-Industrial,Pre-Industrial,preVC_537,Clustered,VC_537_0,13.0,0.5909,1.0,1.3648017002336386,0.5909,1.0,0.0,0.0,0.0,Lytic
pre-FJI_SRS476125_k119_78756_1,Pre-Industrial,Pre-Industrial,Pre-Industrial,,Overlap (VC_445/VC_446/VC_447),,,,,,,,,,,Temperate
pre-FJI_SRS476128_k119_116083_1,Pre-Industrial,Pre-Industrial,Pre-Industrial,preVC_519,Clustered,VC_519_0,9.0,0.7341,1.0,7.80331165933744,0.7341,0.9167,0.0,0.0,0.0,Temperate
pre-FJI_SRS476128_k119_139254_1,Pre-Industrial,Pre-Industrial,Pre-Industrial,,Overlap (VC_163/VC_170),,,,,,,,,,,Temperate
pre-FJI_SRS476128_k119_195599_1,Pre-Industrial,Pre-Industrial,Pre-Industrial,,Outlier,,,,,,,,,,,Temperate
pre-FJI_SRS476128_k119_234737,Pre-Industrial,Pre-Industrial,Pre-Industrial,,Overlap (VC_78/VC_228),,,,,,,,,,,Lytic
pre-FJI_SRS476128_k119_252361,Pre-Industrial,Pre-Industrial,Pre-Industrial,preVC_177,Clustered,VC_177_2,2.0,0.0232,0.91447644,1.4142135623730951,0.0213,1.0,0.0,0.0,0.0,Lytic
pre-FJI_SRS476128_k119_252370,Pre-Industrial,Pre-Industrial,Pre-Industrial,,Overlap (VC_65/VC_78),,,,,,,,,,,Lytic
pre-FJI_SRS476128_k119_277_1,Pre-Industrial,Pre-Industrial,Pre-Industrial,preVC_548,Clustered,VC_548_0,4.0,0.508,0.99995225,4.430921107044444,0.508,1.0,0.0,0.0,0.0,Temperate
pre-FJI_SRS476128_k119_37145_1,Pre-Industrial,Pre-Industrial,Pre-Industrial,,Overlap (VC_87/VC_333),,,,,,,,,,,Temperate
pre-FJI_SRS476128_k119_87450,Pre-Industrial,Pre-Industrial,Pre-Industrial,preVC_315,Clustered,VC_315_0,13.0,0.9711,0.99999992,1.771017774244154,0.9711,1.0,0.0,0.0,0.0,Lytic
pre-FJI_SRS476139_k119_180254,Pre-Industrial,Pre-Industrial,Pre-Industrial,preVC_353,Clustered,VC_353_1,12.0,0.2864,1.0,7.77091228441769,0.2864,0.8788,0.0,0.0,0.0,Lytic
pre-FJI_SRS476139_k119_224614,Pre-Industrial,Pre-Industrial,Pre-Industrial,,Outlier,,,,,,,,,,,Lytic
pre-FJI_SRS476139_k119_224619,Pre-Industrial,Pre-Industrial,Pre-Industrial,,Outlier,,,,,,,,,,,Lytic
pre-FJI_SRS476139_k119_224625,Pre-Industrial,Pre-Industrial,Pre-Industrial,preVC_482,Clustered,VC_482_1,6.0,0.286,0.99999985,8.013696378922907,0.286,0.8667,0.0,0.0,0.0,Lytic
pre-FJI_SRS476139_k119_25346_1,Pre-Industrial,Pre-Industrial,Pre-Industrial,preVC_409,Clustered,VC_409_0,11.0,0.7751,1.0,4.9588405298688585,0.7751,1.0,0.0,0.0,0.0,Temperate
pre-FJI_SRS476139_k119_62483,Pre-Industrial,Pre-Industrial,Pre-Industrial,preVC_619,Clustered,VC_619_0,5.0,0.6923,0.99999965,3.8732251613215625,0.6923,1.0,0.0,0.0,0.0,Lytic
pre-FJI_SRS476139_k119_92252_1,Pre-Industrial,Pre-Industrial,Pre-Industrial,,Overlap (VC_454/VC_456),,,,,,,,,,,Temperate
pre-FJI_SRS476141_k119_10290_1,Pre-Industrial,Pre-Industrial,Pre-Industrial,preVC_309,Clustered,VC_309_0,7.0,0.3663,1.0,3.777867123945173,0.3663,1.0,0.0,0.0,0.0,Temperate
pre-FJI_SRS476141_k119_103410_1,Pre-Industrial,Pre-Industrial,Pre-Industrial,,Overlap (VC_149/VC_371),,,,,,,,,,,Temperate
pre-FJI_SRS476141_k119_128870,Pre-Industrial,Pre-Industrial,Pre-Industrial,preVC_216,Clustered,VC_216_0,7.0,0.6031,1.0,5.207561489380867,0.6031,1.0,0.0,0.0,0.0,Lytic
pre-FJI_SRS476141_k119_156955,Pre-Industrial,Pre-Industrial,Pre-Industrial,preVC_701,Clustered,VC_701_0,19.0,0.7226,1.0,5.3249512166128055,0.7226,1.0,0.0,0.0,0.0,Lytic
pre-FJI_SRS476141_k119_213752_1,Pre-Industrial,Pre-Industrial,Pre-Industrial,preVC_176,Clustered,VC_176_0,21.0,0.6277,1.0,7.425921942241447,0.6277,0.8571,1.0,1.0,1.0,Temperate
pre-FJI_SRS476141_k119_215524,Pre-Industrial,Pre-Industrial,Pre-Industrial,preVC_326,Clustered,VC_326_0,4.0,0.139,0.9999652,8.019245958467986,0.139,0.8333,0.0,0.0,0.0,Lytic
pre-FJI_SRS476141_k119_217972,Pre-Industrial,Pre-Industrial,Pre-Industrial,preVC_335,Clustered,VC_335_2,2.0,0.0283,0.91506425,6.48074069840786,0.0259,1.0,0.0,0.0,0.0,Lytic
pre-FJI_SRS476141_k119_225390,Pre-Industrial,Pre-Industrial,Pre-Industrial,preVC_658,Clustered,VC_658_0,5.0,0.6151,0.99999962,5.603356807590173,0.6151,1.0,0.0,0.0,0.0,Lytic
pre-FJI_SRS476141_k119_225393,Pre-Industrial,Pre-Industrial,Pre-Industrial,preVC_299,Clustered,VC_299_0,4.0,0.4276,0.99996566,4.51570621989723,0.4275,1.0,0.0,0.0,0.0,Lytic
pre-FJI_SRS476141_k119_225396,Pre-Industrial,Pre-Industrial,Pre-Industrial,preVC_563,Clustered/Singleton,VC_563_4,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Lytic
pre-FJI_SRS476141_k119_225403,Pre-Industrial,Pre-Industrial,Pre-Industrial,preVC_51,Clustered/Singleton,VC_51_5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Lytic
pre-FJI_SRS476141_k119_225405,Pre-Industrial,Pre-Industrial,Pre-Industrial,preVC_575,Clustered,VC_575_0,13.0,0.3908,1.0,7.170971395866025,0.3908,1.0,0.0,0.0,0.0,Lytic
pre-FJI_SRS476141_k119_83580,Pre-Industrial,Pre-Industrial,Pre-Industrial,preVC_337,Clustered,VC_337_0,8.0,0.1973,1.0,6.841610335326758,0.1973,1.0,0.0,0.0,0.0,Lytic
pre-FJI_SRS476142_k119_11909_1,Pre-Industrial,Pre-Industrial,Pre-Industrial,,Overlap (VC_605/VC_608),,,,,,,,,,,Temperate
pre-FJI_SRS476142_k119_148887_1,Pre-Industrial,Pre-Industrial,Pre-Industrial,preVC_349,Clustered,VC_349_0,4.0,0.1724,0.99961541,6.515233324344064,0.1724,1.0,0.0,0.0,0.0,Temperate
pre-FJI_SRS476142_k119_154066_1,Pre-Industrial,Pre-Industrial,Pre-Industrial,preVC_114,Clustered,VC_114_0,10.0,0.6134,1.0,5.629324890959732,0.6134,1.0,0.0,0.0,0.0,Temperate
pre-FJI_SRS476142_k119_16951,Pre-Industrial,Pre-Industrial,Pre-Industrial,preVC_283,Clustered,VC_283_0,3.0,0.2171,0.99696099,3.3927155479549427,0.2164,1.0,0.0,0.0,0.0,Lytic
pre-FJI_SRS476142_k119_170118,Pre-Industrial,Pre-Industrial,Pre-Industrial,preVC_809,Clustered,VC_809_0,3.0,0.7605,0.9,0.0,0.6844,1.0,0.0,0.0,0.0,Lytic
pre-FJI_SRS476142_k119_170121,Pre-Industrial,Pre-Industrial,Pre-Industrial,,Overlap (VC_528/VC_531),,,,,,,,,,,Lytic
pre-FJI_SRS476142_k119_17348,Pre-Industrial,Pre-Industrial,Pre-Industrial,,Outlier,,,,,,,,,,,Lytic
pre-FJI_SRS476142_k119_20882,Pre-Industrial,Pre-Industrial,Pre-Industrial,preVC_71,Clustered,VC_71_0,9.0,0.4786,1.0,6.523076239061726,0.4786,1.0,0.0,0.0,0.0,Lytic
pre-FJI_SRS476143_k119_101613,Pre-Industrial,Pre-Industrial,Pre-Industrial,preVC_644,Clustered,VC_644_0,5.0,0.4584,0.99999993,3.752436322483125,0.4584,1.0,0.0,0.0,0.0,Lytic
pre-FJI_SRS476143_k119_132180_1,Pre-Industrial,Pre-Industrial,Pre-Industrial,preVC_667,Clustered,VC_667_0,7.0,0.926,1.0,5.825006640379809,0.926,1.0,0.0,0.0,0.0,Temperate
